city,region,year,month,temp,temp_max,temp_min,precip,wind,radiation
Porto Alegre,Sul,1983,2,24.375,28.52857142857143,20.914285714285715,234.5,16.635714285714286,19.724999999999998
Porto Alegre,Sul,1983,3,21.506451612903227,25.63225806451613,17.845161290322583,202.0,16.058064516129033,17.13967741935484
Porto Alegre,Sul,1983,4,19.8,23.68,16.4,144.2,14.593333333333334,12.391666666666667
Porto Alegre,Sul,1983,5,17.56451612903226,20.651612903225807,14.919354838709678,199.6,15.990322580645161,7.958387096774194
Porto Alegre,Sul,1983,6,12.463333333333333,16.46333333333333,8.96,88.8,16.966666666666665,7.741666666666666
Porto Alegre,Sul,1983,7,13.83548387096774,16.90967741935484,11.161290322580646,242.3,19.34193548387097,6.2454838709677425
Porto Alegre,Sul,1983,8,15.193548387096774,19.932258064516127,11.129032258064516,125.7,16.783870967741933,10.591935483870968
Porto Alegre,Sul,1983,9,15.386666666666667,20.259999999999998,10.926666666666668,79.0,16.046666666666667,15.375
Porto Alegre,Sul,1983,10,19.26774193548387,24.406451612903226,14.629032258064516,146.5,18.125806451612902,18.574516129032258
Porto Alegre,Sul,1983,11,21.43,25.896666666666665,17.513333333333332,92.8,16.696666666666665,21.077
Porto Alegre,Sul,1983,12,23.84193548387097,28.661290322580644,19.77741935483871,78.60000000000001,17.716129032258063,24.985806451612902
Porto Alegre,Sul,1984,1,25.693548387096776,30.206451612903226,22.11935483870968,154.4,17.53548387096774,22.673548387096773
Porto Alegre,Sul,1984,2,27.106896551724137,32.224137931034484,22.986206896551725,90.39999999999999,14.00344827586207,23.19206896551724
Porto Alegre,Sul,1984,3,23.496774193548386,27.648387096774194,19.90967741935484,45.8,18.083870967741937,17.151290322580646
Porto Alegre,Sul,1984,4,19.44,23.490000000000002,15.96,125.8,17.27,13.419
Porto Alegre,Sul,1984,5,17.780645161290323,22.05483870967742,14.238709677419354,138.3,15.741935483870968,9.245483870967742
Porto Alegre,Sul,1984,6,14.426666666666668,18.023333333333333,11.346666666666666,316.1,16.973333333333333,6.603
Porto Alegre,Sul,1984,7,14.33548387096774,18.94516129032258,10.270967741935483,188.70000000000002,16.212903225806453,9.223870967741936
Porto Alegre,Sul,1984,8,12.85483870967742,17.01290322580645,9.025806451612903,227.6,14.764516129032257,10.034516129032259
Porto Alegre,Sul,1984,9,16.223333333333333,20.65666666666667,12.65,155.6,20.15,14.747000000000002
Porto Alegre,Sul,1984,10,19.838709677419356,25.470967741935485,15.345161290322581,102.2,17.612903225806452,19.96225806451613
Porto Alegre,Sul,1984,11,20.316666666666666,24.55,16.553333333333335,125.3,19.203333333333333,20.642333333333333
Porto Alegre,Sul,1984,12,21.125806451612902,25.69677419354839,16.583870967741937,94.3,17.480645161290322,22.576451612903227
Porto Alegre,Sul,1985,1,24.216129032258067,29.32903225806452,19.906451612903226,46.8,19.287096774193547,24.561935483870965
Porto Alegre,Sul,1985,2,24.02857142857143,28.325,20.47142857142857,145.29999999999998,15.846428571428572,18.764999999999997
Porto Alegre,Sul,1985,3,23.293548387096774,27.951612903225808,19.567741935483873,113.1,15.754838709677419,16.890645161290323
Porto Alegre,Sul,1985,4,20.066666666666666,24.59,16.283333333333335,176.7,15.49,13.389666666666667
Porto Alegre,Sul,1985,5,15.993548387096775,21.03548387096774,11.7,161.4,14.37741935483871,10.544516129032258
Porto Alegre,Sul,1985,6,14.943333333333333,19.186666666666667,11.513333333333332,115.5,14.693333333333333,8.619333333333334
Porto Alegre,Sul,1985,7,14.667741935483871,19.62258064516129,10.62258064516129,102.7,13.47741935483871,9.551612903225807
Porto Alegre,Sul,1985,8,16.02258064516129,19.835483870967742,12.887096774193548,282.9,17.799999999999997,9.573225806451612
Porto Alegre,Sul,1985,9,17.279999999999998,21.48,13.573333333333332,173.79999999999998,17.19,13.477
Porto Alegre,Sul,1985,10,19.69677419354839,24.9,15.37741935483871,71.6,16.193548387096776,19.911290322580644
Porto Alegre,Sul,1985,11,22.873333333333335,28.216666666666665,18.003333333333334,28.1,17.976666666666667,23.304333333333332
Porto Alegre,Sul,1985,12,23.88064516129032,29.03548387096774,19.612903225806452,90.3,19.248387096774195,24.15290322580645
Porto Alegre,Sul,1986,1,25.348387096774193,30.635483870967743,20.98709677419355,115.0,16.470967741935485,25.696129032258067
Porto Alegre,Sul,1986,2,24.99285714285714,29.860714285714288,21.071428571428573,103.1,17.225,21.427857142857142
Porto Alegre,Sul,1986,3,22.506451612903227,26.948387096774194,18.816129032258065,150.29999999999998,15.919354838709678,16.311290322580646
Porto Alegre,Sul,1986,4,21.6,25.423333333333336,18.40666666666667,170.3,15.13,11.684666666666667
Porto Alegre,Sul,1986,5,17.548387096774192,22.009677419354837,13.37741935483871,117.39999999999999,15.196774193548388,10.7
Porto Alegre,Sul,1986,6,16.496666666666666,21.3,12.563333333333333,100.1,13.65,9.180666666666667
Porto Alegre,Sul,1986,7,14.51290322580645,19.15806451612903,10.451612903225806,101.8,15.716129032258063,9.929677419354839
Porto Alegre,Sul,1986,8,16.003225806451614,20.370967741935484,12.422580645161291,104.4,17.02258064516129,10.730645161290322
Porto Alegre,Sul,1986,9,17.196666666666665,22.33,12.803333333333335,126.9,18.253333333333334,14.697000000000001
Porto Alegre,Sul,1986,10,18.48709677419355,23.393548387096775,13.912903225806453,173.1,18.06451612903226,18.806129032258063
Porto Alegre,Sul,1986,11,21.676666666666666,26.13,17.52,194.5,18.05666666666667,19.365666666666666
Porto Alegre,Sul,1986,12,23.4741935483871,28.029032258064515,19.53548387096774,36.699999999999996,18.64516129032258,24.041290322580643
Porto Alegre,Sul,1987,1,23.96451612903226,28.58709677419355,20.14516129032258,159.8,18.35483870967742,22.088709677419356
Porto Alegre,Sul,1987,2,24.614285714285717,29.035714285714285,20.907142857142855,106.2,15.875,20.692857142857143
