date,temp_max,temp_min,temp_mean,precip,wind_max,radiation,city,region
2004-01-01,28.6,19.2,23.5,7.4,11.2,24.27,Belo Horizonte,Sudeste
2004-01-02,25.6,18.7,21.4,25.3,11.3,12.29,Belo Horizonte,Sudeste
2004-01-03,20.3,16.8,18.1,22.7,10.6,7.0,Belo Horizonte,Sudeste
2004-01-04,22.0,17.1,19.5,3.9,11.4,11.31,Belo Horizonte,Sudeste
2004-01-05,24.1,17.8,20.5,6.5,11.3,13.59,Belo Horizonte,Sudeste
2004-01-06,26.6,18.1,21.7,1.6,13.0,21.09,Belo Horizonte,Sudeste
2004-01-07,24.5,18.6,21.0,11.4,10.3,14.98,Belo Horizonte,Sudeste
2004-01-08,22.1,17.1,19.3,13.5,11.4,10.14,Belo Horizonte,Sudeste
2004-01-09,22.8,18.6,19.9,23.8,12.8,9.84,Belo Horizonte,Sudeste
2004-01-10,23.6,17.9,20.2,7.2,8.8,10.86,Belo Horizonte,Sudeste
2004-01-11,25.3,18.9,21.5,4.3,10.7,15.89,Belo Horizonte,Sudeste
2004-01-12,25.5,19.2,21.8,5.7,14.4,13.89,Belo Horizonte,Sudeste
2004-01-13,26.4,19.4,21.7,8.5,11.1,17.11,Belo Horizonte,Sudeste
2004-01-14,26.2,19.5,22.2,8.3,10.2,18.15,Belo Horizonte,Sudeste
2004-01-15,27.4,19.8,22.7,9.3,10.4,18.43,Belo Horizonte,Sudeste
2004-01-16,27.6,19.5,22.6,7.9,12.7,20.11,Belo Horizonte,Sudeste
2004-01-17,25.3,18.1,21.7,0.7,17.3,21.01,Belo Horizonte,Sudeste
2004-01-18,26.1,16.7,21.1,0.0,13.4,23.8,Belo Horizonte,Sudeste
2004-01-19,26.4,14.6,20.6,0.0,12.2,28.85,Belo Horizonte,Sudeste
2004-01-20,25.6,15.2,20.3,0.0,11.5,25.65,Belo Horizonte,Sudeste
2004-01-21,26.2,16.2,21.4,0.8,13.0,26.75,Belo Horizonte,Sudeste
2004-01-22,24.0,19.4,21.4,15.8,10.0,12.54,Belo Horizonte,Sudeste
2004-01-23,23.5,19.4,20.9,8.6,15.0,9.5,Belo Horizonte,Sudeste
2004-01-24,24.9,19.5,21.5,1.3,18.3,14.41,Belo Horizonte,Sudeste
2004-01-25,26.0,19.4,22.2,0.0,18.4,26.64,Belo Horizonte,Sudeste
2004-01-26,25.7,19.0,21.6,0.0,17.2,19.98,Belo Horizonte,Sudeste
2004-01-27,26.5,19.0,22.1,0.0,17.9,19.93,Belo Horizonte,Sudeste
2004-01-28,27.4,18.3,22.4,0.0,16.1,25.1,Belo Horizonte,Sudeste
2004-01-29,26.3,18.7,22.3,1.0,17.4,24.79,Belo Horizonte,Sudeste
2004-01-30,27.3,18.0,22.3,0.0,11.8,27.7,Belo Horizonte,Sudeste
2004-01-31,27.3,18.2,22.4,0.5,9.9,25.93,Belo Horizonte,Sudeste
2004-02-01,26.9,18.2,22.4,3.6,7.4,23.74,Belo Horizonte,Sudeste
2004-02-02,25.4,18.8,21.5,11.1,10.2,17.95,Belo Horizonte,Sudeste
2004-02-03,25.9,18.3,21.8,5.9,8.0,18.34,Belo Horizonte,Sudeste
2004-02-04,27.1,18.1,22.4,1.1,9.1,23.73,Belo Horizonte,Sudeste
2004-02-05,27.7,18.1,23.0,0.8,7.5,24.1,Belo Horizonte,Sudeste
