date,temp_max,temp_min,temp_mean,precip,wind_max,radiation,city,region
2012-01-01,23.8,17.5,20.5,15.1,19.8,11.08,São Paulo,Sudeste
2012-01-02,22.9,16.5,19.2,0.3,16.0,21.58,São Paulo,Sudeste
2012-01-03,25.8,15.8,20.2,0.4,12.8,28.26,São Paulo,Sudeste
2012-01-04,27.1,16.3,21.1,0.0,13.2,27.63,São Paulo,Sudeste
2012-01-05,25.6,16.8,20.8,6.9,12.5,26.56,São Paulo,Sudeste
2012-01-06,27.1,18.0,22.2,9.3,15.6,24.13,São Paulo,Sudeste
2012-01-07,26.6,18.3,21.6,6.1,14.2,24.93,São Paulo,Sudeste
2012-01-08,23.5,18.2,20.3,3.4,17.2,18.27,São Paulo,Sudeste
2012-01-09,23.8,17.6,20.2,5.5,13.5,22.31,São Paulo,Sudeste
2012-01-10,23.8,18.7,20.6,7.3,16.1,13.72,São Paulo,Sudeste
2012-01-11,25.6,18.7,21.3,4.3,14.2,15.26,São Paulo,Sudeste
2012-01-12,26.5,17.8,21.9,0.0,14.2,21.14,São Paulo,Sudeste
2012-01-13,27.3,18.2,22.8,0.0,21.3,25.66,São Paulo,Sudeste
2012-01-14,25.6,20.5,23.1,2.3,35.2,16.56,São Paulo,Sudeste
2012-01-15,26.3,20.3,22.9,15.6,27.1,18.71,São Paulo,Sudeste
2012-01-16,25.1,19.5,21.3,13.2,18.4,12.52,São Paulo,Sudeste
2012-01-17,24.3,19.2,20.9,32.5,10.4,12.94,São Paulo,Sudeste
2012-01-18,25.6,18.7,21.3,5.1,8.9,19.39,São Paulo,Sudeste
2012-01-19,24.4,18.4,21.0,10.5,9.2,16.43,São Paulo,Sudeste
2012-01-20,25.5,18.6,21.5,5.3,19.5,17.59,São Paulo,Sudeste
2012-01-21,27.1,18.8,22.1,11.3,11.2,22.71,São Paulo,Sudeste
2012-01-22,25.1,19.0,22.0,2.3,8.8,10.7,São Paulo,Sudeste
2012-01-23,28.7,19.1,23.1,5.5,16.5,23.94,São Paulo,Sudeste
2012-01-24,28.6,18.3,23.2,1.0,19.1,25.68,São Paulo,Sudeste
2012-01-25,27.9,20.2,23.4,4.4,22.9,20.6,São Paulo,Sudeste
2012-01-26,21.3,16.6,19.1,10.2,18.4,7.65,São Paulo,Sudeste
2012-01-27,17.5,15.3,16.4,42.2,15.5,2.83,São Paulo,Sudeste
2012-01-28,21.2,13.3,17.5,3.9,15.6,15.08,São Paulo,Sudeste
