date,temp_max,temp_min,temp_mean,precip,wind_max,radiation,city,region
2010-01-01,30.1,25.2,27.1,3.9,8.4,17.47,Manaus,Norte
2010-01-02,29.7,23.8,26.0,16.2,10.2,13.31,Manaus,Norte
2010-01-03,29.0,24.1,25.8,14.3,10.2,14.49,Manaus,Norte
2010-01-04,28.4,24.3,26.0,6.2,13.8,14.13,Manaus,Norte
2010-01-05,31.0,24.3,26.8,11.6,10.2,19.54,Manaus,Norte
2010-01-06,30.8,24.3,26.6,11.6,8.2,16.27,Manaus,Norte
2010-01-07,27.1,24.2,25.4,13.8,7.8,7.74,Manaus,Norte
2010-01-08,30.4,23.7,26.4,5.6,8.4,17.82,Manaus,Norte
2010-01-09,30.8,24.3,27.0,2.7,14.8,19.79,Manaus,Norte
2010-01-10,30.9,24.7,27.4,0.9,12.8,19.47,Manaus,Norte
2010-01-11,27.8,24.1,25.6,23.4,14.1,12.3,Manaus,Norte
2010-01-12,28.5,23.9,25.4,7.0,14.0,11.72,Manaus,Norte
2010-01-13,30.6,23.7,26.5,4.0,15.3,18.04,Manaus,Norte
2010-01-14,30.1,24.3,26.6,11.4,11.2,16.44,Manaus,Norte
2010-01-15,28.6,24.3,25.9,21.5,9.0,10.89,Manaus,Norte
2010-01-16,28.4,23.6,25.7,13.5,8.7,13.4,Manaus,Norte
2010-01-17,27.9,24.0,25.7,8.8,6.9,13.85,Manaus,Norte
2010-01-18,29.9,24.3,26.1,10.8,7.8,13.98,Manaus,Norte
2010-01-19,29.9,24.3,26.8,7.0,8.4,17.34,Manaus,Norte
2010-01-20,31.4,24.5,27.6,2.2,10.7,21.72,Manaus,Norte
2010-01-21,30.3,24.4,26.7,4.6,13.6,16.89,Manaus,Norte
2010-01-22,28.5,24.7,26.3,1.9,7.9,11.41,Manaus,Norte
2010-01-23,28.1,24.6,25.9,6.5,8.9,11.94,Manaus,Norte
2010-01-24,29.6,24.2,26.1,3.5,11.6,17.07,Manaus,Norte
2010-01-25,28.9,24.7,26.1,19.9,13.6,16.06,Manaus,Norte
2010-01-26,30.4,24.4,26.8,11.5,10.3,20.02,Manaus,Norte
2010-01-27,29.1,24.5,26.2,23.3,11.6,15.34,Manaus,Norte
2010-01-28,30.2,24.6,26.7,6.6,12.9,20.46,Manaus,Norte
2010-01-29,30.5,25.2,27.2,1.3,11.8,19.56,Manaus,Norte
2010-01-30,29.4,25.1,26.4,7.6,14.4,13.99,Manaus,Norte
2010-01-31,28.9,24.6,26.5,11.7,10.5,16.01,Manaus,Norte
2010-02-01,28.6,24.7,26.4,12.0,13.7,12.62,Manaus,Norte
2010-02-02,29.3,24.6,26.2,7.4,12.0,11.75,Manaus,Norte
2010-02-03,29.7,24.8,26.5,12.4,17.4,14.84,Manaus,Norte
2010-02-04,31.0,24.5,27.5,0.7,16.9,20.62,Manaus,Norte
2010-02-05,32.7,25.4,28.1,2.5,12.0,21.85,Manaus,Norte
2010-02-06,30.1,25.3,27.3,3.1,11.5,14.37,Manaus,Norte
2010-02-07,27.0,24.7,25.8,16.4,10.7,6.55,Manaus,Norte
2010-02-08,28.8,24.7,26.5,7.6,10.6,14.7,Manaus,Norte
2010-02-09,28.8,24.2,25.8,19.9,14.8,10.96,Manaus,Norte
2010-02-10,26.9,23.9,24.9,32.4,10.0,4.98,Manaus,Norte
2010-02-11,27.8,23.8,25.8,0.7,7.6,8.68,Manaus,Norte
2010-02-12,31.6,24.0,27.3,3.2,9.1,24.01,Manaus,Norte
2010-02-13,28.6,24.4,25.7,16.5,11.0,7.86,Manaus,Norte
2010-02-14,31.2,24.2,26.9,8.7,14.2,20.84,Manaus,Norte
2010-02-15,32.9,25.0,28.4,0.0,11.8,24.38,Manaus,Norte
2010-02-16,31.8,25.7,28.0,0.0,14.5,20.04,Manaus,Norte
2010-02-17,27.8,24.8,26.2,5.8,10.5,9.82,Manaus,Norte
2010-02-18,29.5,25.0,27.1,5.6,11.9,18.51,Manaus,Norte
2010-02-19,32.0,25.9,28.8,1.2,11.0,21.84,Manaus,Norte
