date,temp_max,temp_min,temp_mean,precip,wind_max,radiation,city,region
2014-01-01,32.3,24.2,27.5,2.6,13.9,24.08,Porto Alegre,Sul
2014-01-02,28.7,24.8,26.6,16.1,20.8,9.42,Porto Alegre,Sul
2014-01-03,24.6,19.1,22.0,35.2,16.9,3.26,Porto Alegre,Sul
2014-01-04,26.7,17.4,22.0,0.0,15.4,28.01,Porto Alegre,Sul
2014-01-05,29.4,17.4,23.6,0.0,11.8,32.04,Porto Alegre,Sul
2014-01-06,31.5,17.7,24.6,0.0,21.1,32.1,Porto Alegre,Sul
2014-01-07,33.2,21.1,27.4,0.0,12.4,29.77,Porto Alegre,Sul
2014-01-08,27.0,22.0,24.8,10.0,21.5,11.2,Porto Alegre,Sul
2014-01-09,30.5,19.8,25.1,0.2,12.5,26.75,Porto Alegre,Sul
2014-01-10,31.1,22.5,26.3,6.6,15.3,21.59,Porto Alegre,Sul
2014-01-11,30.3,21.4,25.1,18.6,13.5,18.96,Porto Alegre,Sul
2014-01-12,24.3,21.5,22.6,36.4,16.6,7.86,Porto Alegre,Sul
2014-01-13,28.3,21.4,24.0,9.9,13.2,21.83,Porto Alegre,Sul
2014-01-14,29.6,21.8,24.4,4.9,15.5,23.41,Porto Alegre,Sul
2014-01-15,27.8,21.2,23.8,16.4,12.4,21.25,Porto Alegre,Sul
2014-01-16,29.2,19.7,24.3,0.0,13.8,27.86,Porto Alegre,Sul
2014-01-17,31.6,18.4,24.9,0.0,13.0,30.89,Porto Alegre,Sul
2014-01-18,33.1,19.8,26.6,0.0,9.5,29.53,Porto Alegre,Sul
2014-01-19,33.0,20.6,27.5,0.0,12.6,28.74,Porto Alegre,Sul
2014-01-20,34.4,23.2,28.4,0.0,15.5,30.02,Porto Alegre,Sul
2014-01-21,34.9,22.0,28.6,0.0,19.7,29.38,Porto Alegre,Sul
2014-01-22,35.5,23.6,29.4,0.3,10.8,26.56,Porto Alegre,Sul
2014-01-23,36.0,23.8,30.3,0.1,16.3,28.7,Porto Alegre,Sul
2014-01-24,35.7,26.0,30.1,19.4,25.8,28.48,Porto Alegre,Sul
2014-01-25,24.4,20.3,21.9,12.5,29.4,6.05,Porto Alegre,Sul
2014-01-26,26.4,20.2,23.0,11.0,20.8,13.01,Porto Alegre,Sul
2014-01-27,32.4,22.0,26.9,1.4,11.6,25.46,Porto Alegre,Sul
2014-01-28,34.0,23.2,28.2,1.6,15.0,27.75,Porto Alegre,Sul
2014-01-29,34.5,23.4,28.6,2.6,14.6,27.56,Porto Alegre,Sul
2014-01-30,33.9,24.4,28.5,4.2,13.0,26.66,Porto Alegre,Sul
2014-01-31,33.9,23.8,27.8,1.1,16.9,24.51,Porto Alegre,Sul
2014-02-01,32.4,23.2,27.6,7.9,11.0,22.6,Porto Alegre,Sul
2014-02-02,35.1,23.6,29.2,0.3,14.0,27.24,Porto Alegre,Sul
2014-02-03,36.1,25.6,30.4,0.0,12.2,26.2,Porto Alegre,Sul
2014-02-04,34.8,24.9,29.2,1.6,9.8,25.47,Porto Alegre,Sul
2014-02-05,36.7,23.8,30.3,0.0,11.2,27.19,Porto Alegre,Sul
2014-02-06,37.0,24.9,30.7,0.0,14.2,28.24,Porto Alegre,Sul
2014-02-07,36.4,24.9,30.5,0.7,14.8,26.9,Porto Alegre,Sul
2014-02-08,35.3,26.1,30.7,0.0,19.1,26.21,Porto Alegre,Sul
2014-02-09,37.3,25.0,30.8,0.1,12.2,27.01,Porto Alegre,Sul
2014-02-10,34.3,25.3,29.5,0.0,16.2,27.21,Porto Alegre,Sul
2014-02-11,36.5,24.2,29.9,0.0,13.1,26.99,Porto Alegre,Sul
2014-02-12,33.3,23.9,28.3,8.7,19.8,23.25,Porto Alegre,Sul
2014-02-13,25.2,21.4,24.0,17.8,19.5,8.61,Porto Alegre,Sul
2014-02-14,23.7,21.2,22.3,4.3,27.0,11.69,Porto Alegre,Sul
2014-02-15,25.0,20.4,22.5,0.0,31.1,23.93,Porto Alegre,Sul
2014-02-16,26.4,20.0,22.9,0.0,27.6,21.63,Porto Alegre,Sul
2014-02-17,29.0,19.6,23.7,0.0,27.5,26.06,Porto Alegre,Sul
2014-02-18,29.9,20.1,24.4,0.0,26.9,26.07,Porto Alegre,Sul
2014-02-19,31.5,20.2,25.3,0.0,18.0,26.76,Porto Alegre,Sul
2014-02-20,30.4,21.1,25.1,3.3,13.4,18.49,Porto Alegre,Sul
2014-02-21,31.3,22.2,25.6,1.2,10.8,19.89,Porto Alegre,Sul
2014-02-22,30.4,22.3,25.6,9.3,10.1,22.16,Porto Alegre,Sul
2014-02-23,28.0,22.4,24.1,15.2,11.3,14.32,Porto Alegre,Sul
2014-02-24,30.0,21.7,25.2,1.0,13.4,21.68,Porto Alegre,Sul
2014-02-25,28.4,22.0,24.3,7.1,17.7,15.79,Porto Alegre,Sul
2014-02-26,25.6,21.7,23.4,16.4,25.1,9.49,Porto Alegre,Sul
2014-02-27,21.6,19.2,20.4,26.7,27.4,6.38,Porto Alegre,Sul
2014-02-28,24.6,17.3,20.4,0.0,19.9,21.92,Porto Alegre,Sul
2014-03-01,25.4,16.9,20.9,0.0,12.1,22.54,Porto Alegre,Sul
2014-03-02,25.9,17.4,21.7,0.0,16.6,21.28,Porto Alegre,Sul
2014-03-03,27.9,19.0,22.9,0.0,24.5,22.36,Porto Alegre,Sul
2014-03-04,28.0,20.8,23.2,11.9,14.5,13.68,Porto Alegre,Sul
2014-03-05,24.2,20.5,22.0,26.7,9.7,8.2,Porto Alegre,Sul
2014-03-06,27.6,18.9,23.1,0.1,15.7,22.71,Porto Alegre,Sul
2014-03-07,25.8,18.9,22.2,1.9,15.3,19.46,Porto Alegre,Sul
2014-03-08,24.1,19.0,21.0,2.4,20.3,13.61,Porto Alegre,Sul
2014-03-09,26.7,18.6,22.3,0.7,11.5,18.81,Porto Alegre,Sul
2014-03-10,29.1,18.2,23.5,0.6,17.7,17.89,Porto Alegre,Sul
2014-03-11,25.1,20.4,22.4,1.1,17.4,17.91,Porto Alegre,Sul
2014-03-12,26.0,18.8,22.1,0.0,18.8,19.56,Porto Alegre,Sul
2014-03-13,28.0,19.0,22.9,0.0,18.8,19.79,Porto Alegre,Sul
2014-03-14,29.5,18.5,23.9,0.0,14.0,23.4,Porto Alegre,Sul
2014-03-15,27.8,22.0,24.9,1.4,24.9,9.72,Porto Alegre,Sul
2014-03-16,29.7,20.8,24.6,0.6,15.2,15.07,Porto Alegre,Sul
2014-03-17,28.8,23.3,25.2,6.4,21.0,9.72,Porto Alegre,Sul
2014-03-18,23.2,21.1,22.2,10.1,18.2,4.24,Porto Alegre,Sul
2014-03-19,23.2,20.4,21.7,16.7,18.5,5.66,Porto Alegre,Sul
2014-03-20,25.9,19.7,22.8,0.6,17.1,11.33,Porto Alegre,Sul
2014-03-21,25.6,19.3,22.6,1.3,20.2,12.36,Porto Alegre,Sul
2014-03-22,20.0,15.5,17.9,0.7,20.5,11.65,Porto Alegre,Sul
2014-03-23,22.4,11.1,17.3,0.0,12.7,21.67,Porto Alegre,Sul
2014-03-24,26.1,13.8,19.8,0.0,12.8,22.2,Porto Alegre,Sul
2014-03-25,27.2,16.6,21.6,0.0,16.9,19.74,Porto Alegre,Sul
2014-03-26,26.6,17.7,22.0,0.0,19.4,19.26,Porto Alegre,Sul
2014-03-27,28.1,19.9,23.4,0.0,17.1,18.1,Porto Alegre,Sul
2014-03-28,29.6,18.5,24.2,0.0,13.3,20.61,Porto Alegre,Sul
2014-03-29,30.4,19.4,24.7,0.7,13.0,20.21,Porto Alegre,Sul
2014-03-30,29.0,21.3,24.7,3.5,16.6,10.8,Porto Alegre,Sul
2014-03-31,25.2,21.8,23.1,10.8,23.5,6.9,Porto Alegre,Sul
2014-04-01,26.1,21.8,23.3,1.4,21.5,12.18,Porto Alegre,Sul
2014-04-02,26.4,20.7,23.2,2.1,22.1,16.06,Porto Alegre,Sul
2014-04-03,27.4,20.3,23.2,0.0,21.6,19.0,Porto Alegre,Sul
2014-04-04,28.3,17.5,22.9,0.0,12.6,20.95,Porto Alegre,Sul
2014-04-05,29.8,19.4,24.1,0.0,10.7,19.99,Porto Alegre,Sul
2014-04-06,30.4,18.5,24.6,0.0,10.8,17.65,Porto Alegre,Sul
2014-04-07,29.0,21.4,24.3,0.1,15.8,16.49,Porto Alegre,Sul
2014-04-08,32.4,20.9,25.8,7.8,14.6,17.28,Porto Alegre,Sul
2014-04-09,27.2,18.6,23.7,3.9,18.8,14.8,Porto Alegre,Sul
2014-04-10,26.6,16.1,21.4,0.0,16.9,18.42,Porto Alegre,Sul
2014-04-11,26.9,20.8,23.1,14.0,14.8,8.62,Porto Alegre,Sul
2014-04-12,23.7,19.5,22.4,11.6,33.9,12.43,Porto Alegre,Sul
2014-04-13,18.9,12.3,16.1,0.0,26.1,19.72,Porto Alegre,Sul
2014-04-14,19.6,12.4,16.1,0.0,11.5,12.72,Porto Alegre,Sul
2014-04-15,22.9,12.9,17.8,0.0,14.2,15.62,Porto Alegre,Sul
2014-04-16,25.9,12.7,19.3,0.0,10.7,18.81,Porto Alegre,Sul
2014-04-17,27.7,16.4,21.7,0.3,10.2,15.31,Porto Alegre,Sul
2014-04-18,24.2,18.9,21.3,2.5,12.1,7.75,Porto Alegre,Sul
2014-04-19,22.5,19.4,20.5,5.8,17.5,4.96,Porto Alegre,Sul
2014-04-20,23.0,16.6,20.0,0.4,15.6,12.51,Porto Alegre,Sul
2014-04-21,24.7,14.2,19.4,0.4,12.3,12.83,Porto Alegre,Sul
2014-04-22,21.9,17.2,19.5,0.0,20.5,14.66,Porto Alegre,Sul
2014-04-23,21.6,14.5,17.9,0.0,12.2,10.81,Porto Alegre,Sul
2014-04-24,20.4,14.2,17.3,0.0,15.0,11.14,Porto Alegre,Sul
2014-04-25,19.5,10.9,15.7,0.0,12.6,12.54,Porto Alegre,Sul
2014-04-26,21.0,11.9,16.3,0.0,16.3,13.24,Porto Alegre,Sul
2014-04-27,22.7,14.0,17.7,0.0,23.5,16.9,Porto Alegre,Sul
2014-04-28,23.7,13.3,18.2,0.0,13.8,15.01,Porto Alegre,Sul
