date,temp_max,temp_min,temp_mean,precip,wind_max,radiation,city,region
2022-01-01,21.2,17.5,18.7,24.4,17.8,6.38,Brasília,Centro-Oeste
2022-01-02,24.0,18.0,20.2,4.3,19.5,16.95,Brasília,Centro-Oeste
2022-01-03,24.8,18.4,21.0,2.3,15.1,21.24,Brasília,Centro-Oeste
2022-01-04,24.5,17.0,20.1,6.2,16.9,17.88,Brasília,Centro-Oeste
2022-01-05,25.8,18.8,21.8,3.2,15.5,25.42,Brasília,Centro-Oeste
2022-01-06,24.3,19.0,20.9,10.7,13.5,14.96,Brasília,Centro-Oeste
2022-01-07,22.5,19.0,20.2,7.0,20.6,10.89,Brasília,Centro-Oeste
2022-01-08,22.3,18.6,19.9,8.3,18.2,9.19,Brasília,Centro-Oeste
2022-01-09,21.6,18.3,19.2,19.7,19.3,7.56,Brasília,Centro-Oeste
2022-01-10,24.0,18.4,20.5,6.4,20.1,18.94,Brasília,Centro-Oeste
2022-01-11,23.2,17.9,20.0,13.8,18.3,14.75,Brasília,Centro-Oeste
2022-01-12,23.9,17.6,19.6,8.6,15.1,13.32,Brasília,Centro-Oeste
2022-01-13,25.9,15.9,20.2,6.6,14.6,21.96,Brasília,Centro-Oeste
2022-01-14,28.1,17.1,22.1,0.7,18.0,28.05,Brasília,Centro-Oeste
2022-01-15,27.9,16.0,21.6,0.0,18.4,30.99,Brasília,Centro-Oeste
2022-01-16,28.9,16.2,22.1,0.0,14.8,26.22,Brasília,Centro-Oeste
2022-01-17,27.4,17.9,22.5,0.4,16.9,27.66,Brasília,Centro-Oeste
2022-01-18,27.7,17.7,22.4,0.4,15.4,27.17,Brasília,Centro-Oeste
2022-01-19,27.6,18.6,22.7,0.0,15.0,27.35,Brasília,Centro-Oeste
2022-01-20,28.7,17.5,22.9,0.0,14.8,30.64,Brasília,Centro-Oeste
2022-01-21,26.3,18.2,21.7,6.3,18.5,23.74,Brasília,Centro-Oeste
2022-01-22,26.5,17.9,22.5,1.4,12.7,25.43,Brasília,Centro-Oeste
2022-01-23,27.6,18.1,23.0,0.1,14.2,27.93,Brasília,Centro-Oeste
2022-01-24,28.7,17.2,23.0,1.4,11.1,27.36,Brasília,Centro-Oeste
2022-01-25,27.1,18.1,22.1,1.6,12.0,24.72,Brasília,Centro-Oeste
2022-01-26,23.4,16.6,19.7,35.2,12.1,16.01,Brasília,Centro-Oeste
2022-01-27,24.4,17.8,20.4,12.4,15.1,22.78,Brasília,Centro-Oeste
2022-01-28,25.6,16.9,20.7,2.0,15.1,22.71,Brasília,Centro-Oeste
2022-01-29,25.6,17.2,21.1,0.7,20.1,23.03,Brasília,Centro-Oeste
2022-01-30,25.8,17.5,21.1,0.9,21.0,22.77,Brasília,Centro-Oeste
2022-01-31,24.4,17.8,20.5,2.5,15.0,18.11,Brasília,Centro-Oeste
2022-02-01,26.3,17.5,21.3,5.0,16.3,24.6,Brasília,Centro-Oeste
2022-02-02,26.9,17.8,21.6,1.2,9.7,20.39,Brasília,Centro-Oeste
2022-02-03,24.7,17.8,21.0,2.2,13.7,17.1,Brasília,Centro-Oeste
2022-02-04,26.5,17.9,21.9,0.9,14.5,20.84,Brasília,Centro-Oeste
2022-02-05,25.5,18.0,21.7,5.2,11.1,17.82,Brasília,Centro-Oeste
2022-02-06,24.0,18.3,20.7,5.4,12.6,14.84,Brasília,Centro-Oeste
2022-02-07,24.9,18.9,20.8,6.0,10.5,12.87,Brasília,Centro-Oeste
2022-02-08,26.2,18.8,21.4,11.6,13.4,17.93,Brasília,Centro-Oeste
2022-02-09,25.5,17.9,21.1,12.0,15.6,22.2,Brasília,Centro-Oeste
2022-02-10,24.0,18.8,20.6,2.7,15.6,16.12,Brasília,Centro-Oeste
2022-02-11,25.0,18.7,20.9,6.8,13.2,17.86,Brasília,Centro-Oeste
2022-02-12,26.1,18.7,21.4,7.8,12.2,24.82,Brasília,Centro-Oeste
2022-02-13,23.4,17.9,20.4,2.2,11.9,13.71,Brasília,Centro-Oeste
2022-02-14,25.7,17.4,21.2,3.4,11.9,19.24,Brasília,Centro-Oeste
2022-02-15,27.1,18.0,21.6,14.9,8.2,24.14,Brasília,Centro-Oeste
2022-02-16,25.1,18.0,20.9,22.1,9.2,19.59,Brasília,Centro-Oeste
2022-02-17,25.0,17.8,20.4,14.6,10.6,18.28,Brasília,Centro-Oeste
2022-02-18,25.0,16.8,20.5,11.0,18.2,21.74,Brasília,Centro-Oeste
2022-02-19,23.2,17.9,19.6,14.2,13.9,10.94,Brasília,Centro-Oeste
2022-02-20,23.8,17.7,19.7,26.6,9.0,12.68,Brasília,Centro-Oeste
2022-02-21,25.5,16.7,20.2,7.5,13.0,17.87,Brasília,Centro-Oeste
2022-02-22,26.2,17.9,20.8,14.7,13.4,21.14,Brasília,Centro-Oeste
